city,contribution amount,degree level,division professional school,facility code,number of students,state,campus,date agreement received,year of yr participation
South Charleston,99999,Undergraduate,All,14810548,20,WV,South Charleston,11/05/2012,NULL
Kansas City,1000,Undergraduate,All,31926025,99999,MO,NULL,08/04/2019,2019/2020
Manhattan,2000,All,All,11900116,75,KS,NULL,08/05/2012,NULL
Salina,99999,All,All,31000816,99999,KS,NULL,04/05/2012,NULL
Indianapolis,99999,All,All,24923414,99999,IN,Indianapolis,01/05/2012,NULL
Nashville,99999,All,All,24955442,99999,TN,NULL,,2016/2017
Harrisburg,99999,All,All,24956438,99999,PA,Harrisburg,01/05/2012,2016/2017
Midland,99999,All,All,219L5143,99999,TX,,,
Stockton,99999,All,All,24002105,99999,CA,Stockton,10/04/2012,NULL
Chula Vista,99999,All,All,24005705,99999,CA,,,
McAllen,99999,All,All,24035643,99999,TX,McAllen,10/04/2012,- Please make a selection -
Lubbock,99999,All,All,24035743,99999,TX,Lubbock,01/05/2012,NULL
Beaumont,99999,All,All,24036043,99999,TX,Beaumont,10/04/2012,2016/2017
San Diego,99999,All,All,24832005,99999,CA,San Diego,10/04/2012,2016/2017
Phoenix,99999,All,All,24932403,99999,AZ,Phoenix,10/04/2012,NULL
Fort Worth,99999,All,All,249L8143,99999,TX,Fort Worth,01/05/2012,2016/2017
Corpus Christi,99999,All,All,219L4143,99999,TX,Corpus Christi,01/05/2012,2016/2017
Arlington,99999,All,All,24037343,99999,TX,,,
Indianapolis,99999,All,All,24931614,99999,IN,Indianapolis,01/05/2012,2016/2017
Dallas,99999,All,All,249J2143,99999,TX,,,
Hammond,99999,All,All,24918414,99999,IN,Hammond,01/05/2012,2016/2017
Las Vegas,99999,All,All,24901428,99999,NV,Las Vegas,01/05/2012,2016/2017
Salida,99999,All,All,24936405,99999,CA,Modesto,10/04/2012,NULL
Panorama City,99999,All,All,21832005,99999,CA,Panorama City,01/05/2012,NULL
Vista,99999,All,All,24831905,99999,CA,Vista,10/04/2012,2016/2017
Brooklyn,99999,All,All,249G9435,99999,OH,Brooklyn,01/05/2012,NULL
Cincinnati,99999,All,All,249H5435,99999,OH,Cincinnati,01/05/2012,NULL
Dayton,99999,All,All,24986435,99999,OH,Dayton,10/04/2012,2016/2017
Thornton,99999,All,All,24938406,99999,CO,,,
Los Alamitos,99999,All,All,31801305,99999,CA,,,
Hagerstown,99999,All,All,24919420,99999,MD,Hagerstown,10/04/2012,NULL
Palm Springs,99999,All,All,24001805,99999,CA,Palm Springs,01/05/2012,NULL
Riverside,99999,All,All,24003305,99999,CA,Riverside,01/05/2012,2016/2017
Fort Lauderdale,99999,Undergraduate,All,21060410,99999,FL,Online,,NULL
Ft Lauderdale,99999,Graduate,All,21060410,99999,FL,Online,,NULL
Ft. Lauderdale,99999,NCD,All,21060410,99999,FL,Online,,NULL
Portland,99999,All,All,24906419,99999,ME,,,
Lewiston,99999,All,All,24906519,99999,ME,Lewiston,01/05/2012,- Please make a selection -
Cedar Falls,99999,All,All,24906415,99999,IA,Cedar Falls,10/04/2012,NULL
Cedar Rapids,99999,All,All,24908415,99999,IA,Cedar Rapids,10/04/2012,NULL
Council Bluffs,99999,All,All,24912015,99999,IA,,,
Davenport,99999,All,All,24905415,99999,IA,Davenport,10/04/2012,- Please make a selection -
rbandale,99999,All,All,21909415,99999,IA,Des Moines,10/04/2012,- Please make a selection -
Lincoln,99999,All,All,21900427,99999,NE,Lincoln,10/04/2012,NULL
Mason City,99999,All,All,24910415,99999,IA,Mason City,10/04/2012,NULL
Omaha,99999,All,All,21902427,99999,NE,Omaha,10/04/2012,NULL
Toms River,99999,All,Ocean County College,11010130,50,NJ,,,
Union,4000,All,All,11000330,25,NJ,NULL,,NULL
Claremont,108150,Graduate,All,31012005,0,CA,NULL,03/04/2012,2016/2017
Tampa,3000,All,College,24821310,30,FL,Tampa,,NULL
Jacksonville,5000,All,College,249C7410,30,FL,,,
West Palm Beach,10500,All,College,31829710,150,FL,West Palm Beach,,2018/2019
Daytona Beach,10500,All,All,31835810,125,FL,Daytona,,2018/2019
Fort Lauderdale,10500,All,All,31835010,850,FL,Fort Lauderdale,,2018/2019
Fort Myers,10500,All,College,31829910,150,FL,Fort Myers,,2017/2018
Greenacres,3000,All,All,24821510,30,FL,,,
Jacksonville,99999,All,All,31018910,99999,FL,NAS Jacksonville,,NULL
Jacksonville,10500,All,All,31835710,250,FL,,,
Lakeland,10500,All,All,31835510,250,FL,Lakeland,,2018/2019
Melbourne,10500,All,All,31832010,250,FL,Melbourne,08/05/2018,2018/2019
Miami,10500,All,All,31835310,100,FL,Miami,,2018/2019
Orlando,10500,All,All,31835610,200,FL,Orlando,,2018/2019
Pembroke Pines,10500,All,All,31829610,150,FL,Pembroke Pines,,2018/2019
Port Saint Lucie,10500,All,All,31829810,125,FL,Port Saint Lucie,,2018/2019
Sarasota,10500,All,All,31835210,150,FL,Sarasota,,2018/2019
Tallahassee,10500,All,All,31835110,125,FL,,,
Tampa,10500,All,All,31835410,350,FL,Tampa,,2018/2019
Miami Lakes,3000,All,All,24821810,30,FL,,,NULL
Flint,16973,Undergraduate,All,31909122,99999,MI,,,NULL
Flint,11872,Graduate,All,31909122,99999,MI,,,NULL
Keuka Park,13971,Undergraduate,Keuka College,319D4132,99999,NY,NULL,,NULL
La Plume,3000,All,All,319A3138,99999,PA,NULL,,NULL
Bristol,5500,Undergraduate,All,31003142,99999,TN,NULL,,2017/2018
Bristol,5500,Graduate,All,31003142,99999,TN,NULL,,2017/2018
Wilkes Barre,5000,All,All,31993138,30,PA,Wilkes Barre,11/05/2012,NULL
Galesburg,10500,Undergraduate,All,31944113,10,IL,NULL,10/05/2012,NULL
Grand Rapids,2000,Undergraduate,All,31104922,10,MI,,,
Philadelphia,5500,Graduate,All,31007638,100,PA,NULL,01/05/2015,NULL
Philadelphia,10500,Undergraduate,All,31007638,100,PA,NULL,01/05/2015,NULL
Riverside,8390,All,"CAS, Business, Education",80,,,
Scranton,99999,All,College,34927438,99999,PA,,02/05/2012,NULL
Easton,10000,Undergraduate,All,31007838,10,PA,NULL,11/05/2012,NULL
LaGrange,99999,Undergraduate,All,31000811,99999,GA,,,NULL
LaGrange,99999,Graduate,All,31000811,99999,GA,,,NULL
Pinseville,99999,Graduate,All,31001935,99999,OH,,,NULL
Pinseville,99999,Undergraduate,All,31001935,99999,OH,,,NULL
Lake Forest,7000,Graduate,All,31917113,20,IL,NULL,10/04/2017,2017/2018
Sault Sainte Marie,4770,Undergraduate,All,11927422,1000,MI,,01/05/2012,NULL
Sheboygan,99999,All,Graduate,31000749,99999,WI,NULL,,2018/2019
Sheboygan,99999,Associates (Lakeland College Japan - Associate),Lakeland College Japan - Associate,31000749,99999,WI,NULL,,2018/2019
Beaumont,99999,All,All,119G3143,99999,TX,,,NULL
Jackson,99999,Undergraduate,All,31003842,99999,TN,,,NULL
Arundel,500,All,All,31005019,20,ME,NULL,,
Putney,20000,Undergraduate,All,34002145,99999,VT,NULL,,NULL
Jackson,1000,Undergraduate,All,31002542,20,TN,,,NULL
Jackson,1000,Undergraduate,All,31002542,10,TN,,,NULL
Pittsburgh,99999,All,All,31014538,99999,PA,Pittsburgh,10/04/2018,2018/2019
Newton,9000,Undergraduate,All,31016621,100,MA,NULL,07/05/2012,NULL
Newton,3000,Graduate,All,31016621,50,MA,NULL,07/05/2012,NULL
Southfield,5500,All,All,31924122,20,MI,,,NULL
Appleton,99999,Undergraduate,All,31000349,99999,WI,,02/05/2012,NULL
Chicago,99999,Undergraduate,All,24975413,99999,IL,Chicago,04/05/2012,NULL
Orlando,9999,All,All,24825210,99999,FL,Orlando,,NULL
Patrick AFB,99999,All,All,31825110,99999,FL,,,
Pasadena,99999,Undergraduate,All,24942405,99999,CA,Pasadena,09/05/2012,NULL
Las Vegas,99999,Undergraduate,All,24908528,99999,NV,Las Vegas,10/05/2013,NULL
Miramar,99999,All,All,249A7410,99999,FL,Miami,10/05/2012,NULL
Syracuse,99999,Undergraduate,All,31311732,200,NY,NULL,,NULL
Syracuse,99999,Graduate,All,31311732,100,NY,NULL,,NULL
Annville,15000,All,College,31946138,100,PA,NULL,,2019/2020
Cordova,5000,Undergraduate,All,24907442,99999,TN,Memphis,01/05/2012,NULL
St. Louis,5000,Undergraduate,All,24125525,99999,MO,St. Loius,01/05/2012,NULL
Cleveland,3400,All,All,31004742,50,TN,Cleveland,08/05/2012,NULL
Pearl City,3000,Undergraduate,All,14913164,99999,HI,,01/05/2012,NULL
Bethlehem,10000,Undergraduate,All,31002438,10,PA,NULL,,NULL
Bethlehem,2000,Graduate,All,31002438,40,PA,NULL,,NULL
Memphis,2000,Undergraduate,Liberal Arts,31002642,5,TN,NULL,,NULL
Hickory,7000,Undergraduate,All,31001033,20,NC,,02/04/2012,NULL
Cambridge,10000,Undergraduate & Graduate,Art Institute of Boston,31015421,99999,MA,NULL,,NULL
Cambridge,10000,Undergraduate,Lesley College,31015421,99999,MA,NULL,,NULL
Cambridge,10000,Graduate,School of Arts and Sciences,31015421,99999,MA,NULL,,NULL
Cambridge,10000,Graduate,School of Education,31015421,99999,MA,NULL,,NULL
Milwaukee,2530,Doctoral (CMB),College of Management and Business,31011149,99999,WI,,,
Las Vegas,99999,Undergraduate (Lesley College),Lesley College,31903028,99999,NV,Las Vegas Campus,,NULL
Las Vegas,99999,Undergraduate & Graduate (Art Institute of Boston),Art Institute of Boston,31903028,99999,NV,Las Vegas Campus,,NULL
Las Vegas,99999,Graduate (School of Arts and Sciences),School of Arts and Sciences,31903028,99999,NV,Las Vegas Campus,,NULL
Las Vegas,99999,Graduate (School of Education),School of Education,31903028,99999,NV,Las Vegas Campus,,NULL
Tacoma,99999,Graduate,School of Education,31448147,99999,WA,,,
Tacoma,99999,Graduate,School of Arts and Sciences,31448147,99999,WA,,,
Tacoma,99999,Undergraduate & Graduate,Art Institute of Boston,31448147,99999,WA,,,
Tacoma,99999,Undergraduate,Lesley College,31448147,99999,WA,,,
Longview,3500,Undergraduate,All,31029743,99999,TX,Longview,,2019/2020
Portland,5000,Graduate,Law School,31000737,15,OR,NULL,,2016/2017
Portland,3000,Graduate,All,31000737,10,OR,NULL,,2016/2017
Portland,5500,Undergraduate,All,31000737,99999,OR,Portland,,2016/2017
Lewiston,6500,Undergraduate,All,11900112,15,ID,NULL,,2018/2019
Albuquerque,8000,Undergraduate,All,31011131,99999,NM,NULL,,NULL
Albuquerque,5000,Graduate,All,31011131,99999,NM,NULL,,NULL
Romeoville,8000,Undergraduate,CONHP (Nursing & Health),31906113,99999,IL,Illinois,,NULL
Romeoville,8000,Undergraduate,College of Education,31906113,99999,IL,Illinois,,NULL
Romeoville,8000,Undergraduate,College of Business,31906113,99999,IL,Illinois,,NULL
Romeoville,20000,Undergraduate,College of Arts & Sciences,31906113,99999,IL,Illinois,,NULL
Romeoville,5000,Graduate,All,31906113,99999,IL,Illinois,,NULL
Romeoville,5000,Doctoral,All,31906113,99999,IL,Illinois,,NULL
Kirkland AFB,8000,Undergraduate,All,31011131,99999,NM,New Mexico,,NULL
Kirkland AFB,5000,Graduate,All,31011131,99999,NM,New Mexico,,NULL
Lynchburg,99999,All,All,31926246,99999,VA,NULL,,2016/2017
Hayward,99999,Graduate,All,31108405,99999,CA,,02/04/2012,NULL
Marietta,3000,Undergraduate,All,31908111,100,GA,,12/04/2012,NULL
Marietta,4000,Graduate,All,31908111,100,GA,,12/04/2012,NULL
Marietta,5000,Doctoral,Doctor of Chiropractic,31908111,100,GA,,12/04/2012,NULL
Gaffney,3000,Undergraduate,All,31000940,25,SC,,,NULL
Southington,99999,Undergraduate (Associate Degree),Associate Degree,21944107,99999,CT,Southington,,NULL
West Palm Beach,1000,Undergraduate,All,210B1110,5,FL,,,NULL
Grand Prairie,1000,Undergraduate (Associate degree),Associate degree,24036543,10,TX,,,NULL
Denver,99999,Undergraduate,All,24910406,99999,CO,Denver,,NULL
Indianapolis,99999,Undergraduate,All,24916414,99999,IN,,,
Denver,1000,Undergraduate,All,24933411,10,CO,,,NULL
Melrose Park,99999,Undergraduate,All,24983413,99999,IL,Melrose Park,,NULL
Harrogate,99999,Undergraduate,All,31000742,99999,TN,NULL,,NULL
Harrogate,99999,Doctoral,Law School,31000742,99999,TN,Harrogate,,NULL
Columbia,99999,Undergraduate,All,21400020,99999,MD,Columbia,,NULL
Philadelphia,1000,Undergraduate (Associate degree),Associate degree,24900738,10,PA,,,
Allentown,1000,Undergraduate (Associate degree),Associate degree,24916438,10,PA,,,NULL
Philadelphia,99999,Undergraduate,All,24918438,99999,PA,Philadelphia,,NULL
Fern park,1000,Undergraduate,All,249C0410,10,FL,,,NULL
Philadelphia,99999,Undergraduate,All,24900538,99999,PA,Philadelphia,,NULL
Belleville,99999,All,All,31045313,99999,IL,NULL,,2019/2020
Nashville,99999,Graduate,College of Business,31902942,99999,TN,NULL,06/05/2017,2019/2020
Nashville,99999,Undergraduate,All,31902942,99999,TN,NULL,06/05/2017,2019/2020
Nashville,99999,Graduate,College of Bible & Ministry,31902942,99999,TN,NULL,06/05/2017,2019/2020
Nashville,99999,Graduate,College of Education,31902942,99999,TN,NULL,06/05/2017,2019/2020
Nashville,99999,Graduate,College of Arts & Sciences,31902942,99999,TN,NULL,06/05/2017,2019/2020
Nashville,99999,Graduate,College of Leadership & Public Service,31902942,99999,TN,NULL,06/05/2017,2019/2020
Salisbury,4400,Undergraduate,All,31002033,5,NC,NULL,,NULL
Chesterfield,99999,All,All,31105125,99999,MO,NULL,,2016/2017
Chesterfield,99999,Doctoral,All,31105125,50,MO,NULL,,NULL
Brooklyn,5000,Undergraduate,All,31870032,99999,NY,Brooklyn Campus,,
Brookville,5000,Graduate,All,31870532,99999,NY,C.W. Post Campus,,
Riverhead,5000,Undergraduate,All,31870932,99999,NY,,,
Orangeburg,5000,Graduate,All,31870332,99999,NY,Rockland Graduate Campus,,
Purchase,7500,Undergraduate,All,31870432,99999,NY,Westchester,,
West Point,3000,All,All,31870232,99999,NY,West Point Campus,,NULL
Brookville,7500,Undergraduate,All,31870532,99999,NY,(Brentwood),,NULL
Brooklyn,5000,Graduate,All,31870032,99999,NY,(Brooklyn),,
Brookville,5000,All,All,31870532,99999,NY,(Brookville),,NULL
Orangeburg,7500,Undergraduate,All,31870332,99999,NY,(Orangeburg),,NULL
Purchase,5000,Graduate,All,31870432,99999,NY,Purchase,,
Riverhead,5000,Graduate,All,31870932,99999,NY,Riverhead,,NULL
West Point,5000,All,All,31870232,99999,NY,West Point,,NULL
Dubuque,99999,All,All,31001215,99999,IA,NULL,08/05/2012,NULL
Sylvania,99999,All,All,34002635,99999,OH,NULL,04/05/2012,2019/2020
Los Angeles,5000,Graduate,Law School,31506305,10,CA,Los Angeles,09/05/2018,2018/2019
Los Angeles,10000,Graduate,College of Business Admin.,31504205,10,CA,,,
Los Angeles,14000,Undergraduate,All,31504205,80,CA,,,
Chicago,22500,Undergraduate,All,31902113,99999,IL,Chicago,11/05/2012,NULL
Chicago,12000,Graduate (All),All,31902113,99999,IL,Chicago,11/05/2012,NULL
Chicago,12000,Graduate,Business,31902113,99999,IL,Chicago,11/05/2012,NULL
Chicago,15000,All,Law School,31902113,99999,IL,Chicago,11/05/2012,NULL
Baltimore,99999,Undergraduate (Sellinger School),Sellinger School,31906120,99999,MD,Maryland,03/04/2012,NULL
Baltimore,99999,Graduate (Sellinger School),Sellinger School,31906120,99999,MD,Maryland,03/04/2012,NULL
Baltimore,99999,Undergraduate (School of Education),School of Education,31906120,99999,MD,Maryland,03/04/2012,NULL
Baltimore,99999,Graduate (School of Education),School of Education,31906120,99999,MD,Maryland,03/04/2012,NULL
Baltimore,99999,Undergraduate(Loyola College of Arts & Sciences),Loyola College of Arts & Sciences,31906120,99999,MD,Maryland,03/04/2012,NULL
Baltimore,99999,Graduate (Loyola College of Arts & Sciences),Loyola Collge of Arts & Sciences,31906120,99999,MD,Maryland,03/04/2012,NULL
New Orleans,12000,Undergraduate,All,31000718,99999,LA,,,
New Orleans,12000,Graduate,All,31000718,99999,LA,,,
New Orleans,12000,Doctoral,College of Law,31000718,25,LA,,,
Decorah,99999,Undergraduate,All,31001315,99999,IA,NULL,,NULL
Williamsport,99999,Undergraduate,All,31008438,99999,PA,NULL,07/04/2017,2017/2018
Lynchburg,99999,All,All,31000646,99999,VA,,,NULL
Lyndonville,2000,Undergraduate,All,13000345,5,VT,NULL,04/06/2012,NULL
Boca Raton,1000,Undergraduate (Evening),Evening,31958110,100,FL,NULL,,NULL
Boca Raton,13000,Undergraduate (Day),Day,31958110,20,FL,NULL,,NULL
Boca Raton,6000,Graduate,All,31958110,5,FL,NULL,,NULL
Boca Raton,5000,Doctoral,All,31958110,5,FL,NULL,,NULL
Batesville,3000,Undergraduate,All,31000204,100,AR,NULL,12/04/2016,2016/2017
St. Paul,12500,Undergraduate,All,31001123,10,MN,,06/04/2012,NULL
Jacksonville,99999,All,All,31002013,99999,IL,,11/04/2012,NULL
Livonia,99999,Undergraduate,All,31932122,99999,MI,,,NULL
Livonia,99999,Graduate,All,31932122,99999,MI,,,NULL
Fairfield,99999,All,All,31004615,99999,IA,Fairfield,,NULL
Portland,10000,All,All,31012319,50,ME,NULL,10/05/2012,NULL
Canton,99999,All,All,31514235,99999,OH,NULL,,2015/2016
North Manchester,8000,Undergraduate,All,31001214,10,IN,NULL,,2016/2017
Manhattan,2000,Undergraduate,All,31003616,20,KS,,02/05/2012,NULL
Riverdale,99999,All,All,31002532,99999,NY,NULL,06/04/2017,2017/2018
Purchase,20000,Undergraduate,All,31907132,99999,NY,NULL,09/05/2012,NULL
Purchase,20000,Graduate,All,31907132,99999,NY,NULL,09/05/2012,NULL
Jenkintown,3000,All,All,349D2438,99999,PA,NULL,10/05/2012,NULL
Mansfield,99999,Undergraduate,All,11913138,15,PA,,,
Fond Du Lac,99999,All,All,31009949,99999,WI,NULL,08/05/2012,2016/2017
Indianapolis,8000,Undergraduate,School of Liberal Arts-Except MAP & 2nd Degree,31905114,100,IN,NULL,,NULL
Indianapolis,8000,Undergraduate,School of Business-Except MAP & 2nd Degree,31905114,100,IN,NULL,,NULL
Indianapolis,8000,Undergraduate,School of Education-Except MAP & 2nd Degree,31905114,100,IN,NULL,,NULL
Indianapolis,8000,Undergraduate,School of Math & Science-Except MAP & 2nd Degree,31905114,100,IN,NULL,,NULL
Indianapolis,8000,Undergraduate,School of Nursing - Except MAP & 2nd Degree,31905114,100,IN,NULL,,NULL
Marietta,6725,Undergraduate,All,31004935,99999,OH,,,
Poughkeepsie,8000,All,All,31909132,50,NY,NULL,,NULL
Marlboro,99999,All,All,31000945,20,VT,,,
Milwaukee,9436.61,Undergraduate,All,31000449,99999,WI,NULL,,2019/2020
Milwaukee,1000,Graduate,Graduate School,31000449,10,WI,NULL,,2018/2019
Milwaukee,1000,Graduate,Graduate School of Management,31000449,3,WI,NULL,,2019/2020
Milwaukee,11536.61,Juris Doctorate,Law School,31000449,7,WI,NULL,,2019/2020
Mars Hill,4820.61,All,All,31005733,99999,NC,NULL,02/05/2019,2019/2020
Huntington,99999,Undergraduate,All,11810048,99999,WV,,,NULL
Pulaski,99999,Undergraduate,All,31900442,99999,TN,,,NULL
Indianapolis,1218,Undergraduate,All,31800114,99999,IN,,,
Indianapolis,2178,Graduate,All,31800114,99999,IN,,,
Staunton,7000,All,All,31901746,150,VA,NULL,,NULL
Staunton,6000,Graduate,All,31901746,50,VA,,,NULL
Baltimore,99999,Graduate,All,31904120,99999,MD,Baltimore,,NULL
Baltimore,99999,Undergraduate,All,31904120,99999,MD,Baltimore,,NULL
Rancho Palos Verdes,31112,All,Marymount Waterfront Campus,31523005,0,CA,NULL,,NULL
New York,2000,Undergraduate,All,319C5132,10,NY,NULL,03/05/2012,NULL
Arlington,2000,All,All,31909246,75,VA,NULL,08/05/2012,NULL
Maryville,99999,Undergraduate,College of Arts & Sciences,31000942,99999,TN,NULL,,2017/2018
St. Louis,10983,Undergraduate,All,31966125,100,MO,Saint Louis,,NULL
Scranton,12000,All,All,31917138,99999,PA,Scranton,,NULL
Cambridge,15000,Graduate,Sloan School of Management,31003321,30,MA,NULL,,2018/2019
Cambridge,7500,Graduate,Urban Studies & Planning,31003321,1,MA,NULL,,2018/2019
Newton,10000,All,All,31015121,99999,MA,NULL,12/04/2017,2017/2018
Westminster,99999,Undergraduate,All,31001420,99999,MD,Westminster,12/04/2012,NULL
Lebanon,99999,All (College of Arts and Sciences),College of Arts and Sciences,31911113,99999,IL,,,NULL
Lebanon,99999,All (School of Business),School of Business,31911113,99999,IL,,,NULL
Lebanon,99999,All (School of Education),School of Education,31911113,99999,IL,,,NULL
Lebanon,99999,All (School of Nursing/Health),School of Nursing / Health,31911113,99999,IL,,,NULL
Louisville,99999,All,College of Arts and Sciences,31800017,99999,KY,Louisville Center,,NULL
Louisville,99999,All,School of Business,31800017,99999,KY,Louisville Center,,NULL
Louisville,99999,All,School of Education,31800017,99999,KY,Louisville Center,,NULL
Louisville,99999,All,School of Nursing / Health,31800017,99999,KY,Louisville Center,,NULL
Radcliff,99999,All,College of Arts and Sciences,31922117,99999,KY,Radcliff Center,,NULL
Radcliff,99999,All,School of Business,31922117,99999,KY,Radcliff Center,,NULL
Radcliff,99999,All,School of Education,31922117,99999,KY,Radcliff Center,,NULL
Radcliff,99999,All,School of Nursing / Health,31922117,99999,KY,Radcliff Center,,NULL
Abilene,99999,Undergraduate,All,31007043,99999,TX,,,NULL
Abilene,99999,Graduate,All,31007043,99999,TX,NULL,,NULL
St. Paul,99999,Undergraduate,All,21015223,99999,MN,NULL,,NULL
St. Paul,99999,Graduate,All,21015223,99999,MN,,,
McPherson,5000,Undergraduate,All,31001116,99999,KS,NULL,08/05/2012,NULL
Chicago,500,Graduate,All,31034413,2,IL,,,NULL
Buffalo,99999,All,All,31804032,99999,NY,NULL,04/05/2012,NULL
Rochester,99999,All,All,31804132,99999,NY,Rochester,04/05/2012,NULL
