facility no.,school name,total paid,count of adv pay students,count of reg students,total count of students
35033206,SOLAR ENERGY INTERNATIONAL,90,0,6,6
35500910,SOLID ROCK COMMUNITY SCHOOL,15,0,1,1
25468847,SOMA INSTITUTE OF NEUROMUSCULAR INTEGRATION,15,0,1,1
14953417,SOMERSET COMMUNITY COLLEGE,3495,0,233,233
11909105,SONOMA STATE UNIVERSITY,2565,0,171,171
24944503,SONORAN DESERT INSTITUTE,25980,0,1732,1732
25468410,SOOTHING ARTS HEALING THERAPIES SCHOOL OF MASSAGE,180,0,12,12
31001085,SOPHIA UNIVERSITY,105,0,7,7
25497510,SOURCE INSTITUTE MASSAGE SCHOOL AND THERAPEUTIC BODYWORK OF FORT WALTO,60,0,4,4
14915404,SOUTH ARKANSAS COMMUNITY COLLEGE,585,0,39,39
31008405,SOUTH BAYLO UNIVERSITY,195,0,13,13
18073440,SOUTH CAROLINA CRIMINAL JUSTICE ACADEMY,690,0,46,46
18073540,SOUTH CAROLINA FIRE ACADEMY,165,0,11,11
21008440,SOUTH CAROLINA SCHOOL OF COURT REPORTING,15,0,1,1
11002040,SOUTH CAROLINA STATE UNIVERSITY,3375,0,225,225
15519025,SOUTH CENTRAL CAREER CENTER,120,0,8,8
14916423,SOUTH CENTRAL COLLEGE-FARIBAULT,135,0,9,9
14947423,SOUTH CENTRAL COLLEGE-MANKATO,1350,0,90,90
20780923,SOUTH CENTRAL MINNESOTA ELECTRICAL JATC,15,0,1,1
24916405,SOUTH COAST COLLEGE,75,0,5,5
24905433,SOUTH COLLEGE-ASHEVILLE,900,0,60,60
21902142,SOUTH COLLEGE-KNOXVILLE,2745,0,183,183
21009142,SOUTH COLLEGE-NASHVILLE,870,0,58,58
15501410,SOUTH DADE TECHNICAL COLLEGE-SOUTH DADE,60,0,4,4
28012741,SOUTH DAKOTA SCHOOL OF MASSAGE THERAPY,15,0,1,1
11001141,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,2415,0,161,161
11901041,SOUTH DAKOTA STATE UNIVERSITY,5820,0,388,388
25499910,SOUTH FLORIDA ACADEMY OF AIR CONDITIONING,165,0,11,11
31148910,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,180,0,12,12
25499710,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,60,0,4,4
25503410,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY-HIALEAH,60,0,4,4
119D0110,SOUTH FLORIDA STATE COLLEGE,1575,0,105,105
11010911,SOUTH GEORGIA STATE COLLEGE,1110,0,74,74
14914411,SOUTH GEORGIA TECHNICAL COLLEGE,1035,0,69,69
28085938,SOUTH HILLS BEAUTY ACADEMY INC,30,0,2,2
28085838,SOUTH HILLS BEAUTY ACADEMY INC,15,0,1,1
24974438,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY-ALTOONA,75,0,5,5
24999538,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY--LEWISTOWN,75,0,5,5
24937438,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY--STATE COLLEGE,375,0,25,25
15603725,SOUTH HOWELL COUNTY AMBULANCE,45,0,3,3
14810418,SOUTH LOUISIANA COMMUNITY COLLEGE GULF,60,0,4,4
14810218,SOUTH LOUISIANA COMMUNITY COLLEGE LAFAYETTE,1080,0,72,72
14910418,SOUTH LOUISIANA COMMUNITY COLLEGE MAIN CAMPUS,3195,0,213,213
14810918,SOUTH LOUISIANA COMMUNITY COLLEGE NEW IBERIA,75,0,5,5
14812018,SOUTH LOUISIANA COMMUNITY COLLEGE TH HARRIS,120,0,8,8
14811218,SOUTH LOUISIANA COMMUNITY COLLEGE YOUNG,120,0,8,8
14916403,SOUTH MOUNTAIN COMMUNITY COLLEGE,1815,0,121,121
14949433,SOUTH PIEDMONT COMMUNITY COLLEGE,555,0,37,37
15113143,SOUTH PLAINS ASSOCIATION OF GOVERNMENTS LE ACAD,90,0,6,6
14916443,SOUTH PLAINS COLLEGE,5055,0,337,337
14928447,SOUTH PUGET SOUND COMMUNITY COLLEGE,9540,0,636,636
11925447,SOUTH SEATTLE COLLEGE,3270,0,218,218
14903413,SOUTH SUBURBAN COLLEGE,1260,0,84,84
15863521,SOUTH SUBURBAN POLICE INSTITUTE INC,45,0,3,3
25038843,SOUTH TEXAS BARBER COLLEGE INC,60,0,4,4
149F4443,SOUTH TEXAS COLLEGE,10530,1,701,702
31011043,SOUTH TEXAS COLLEGE OF LAW-HOUSTON,375,0,25,25
25092443,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-BROWNSVILLE,195,0,13,13
25118543,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-CORPUS CHRISTI,825,0,55,55
25054143,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-MCALLEN,120,0,8,8
25115743,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-SAN ANTONIO,3960,0,264,264
25054243,SOUTH TEXAS VO-TECH INSTITUTE,255,0,17,17
31042743,SOUTH UNIVERSITY AUSTIN,1485,0,99,99
21518135,SOUTH UNIVERSITY-CLEVELAND,360,0,24,24
21025440,SOUTH UNIVERSITY-COLUMBIA,5100,0,340,340
31902933,SOUTH UNIVERSITY-HIGH POINT,225,0,15,15
34004301,SOUTH UNIVERSITY-MONTGOMERY,1515,0,101,101
21100022,SOUTH UNIVERSITY-NOVI,225,0,15,15
21955146,SOUTH UNIVERSITY-RICHMOND,1065,0,71,71
31057510,SOUTH UNIVERSITY-ROYAL PALM BEACH,855,0,57,57
21057510,SOUTH UNIVERSITY-ROYAL PALM BEACH,450,0,30,30
21000411,SOUTH UNIVERSITY-SAVANNAH,12930,0,862,862
31020711,SOUTH UNIVERSITY-SAVANNAH,9300,0,620,620
31061010,SOUTH UNIVERSITY-TAMPA,1695,0,113,113
21061010,SOUTH UNIVERSITY-TAMPA,825,0,55,55
21955246,SOUTH UNIVERSITY-VIRGINIA BEACH,4065,0,271,271
14933417,SOUTHCENTRAL KENTUCKY COMMUNITY & TECHNICAL COLLEGE - BOWLING GREEN,2010,0,134,134
14924404,SOUTHEAST ARKANSAS COLLEGE,1215,0,81,81
14803027,SOUTHEAST COMMUNITY COLLEGE,3675,0,245,245
14803527,SOUTHEAST COMMUNITY COLLEGE-BEATRICE,240,0,16,16
14803327,SOUTHEAST COMMUNITY COLLEGE-MILFORD CAMPUS,825,0,55,55
14906417,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE CUMBERLAND,195,0,13,13
14947417,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE HARLAN,135,0,9,9
14902417,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE MIDDLESBORO,405,0,27,27
14949417,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE WHITESBURG,105,0,7,7
25004211,SOUTHEAST LINEMAN TRAINING CENTER,1950,0,130,130
32921025,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,105,0,7,7
13980325,SOUTHEAST MISSOURI STATE UNIVERSITY,5955,0,397,397
14900441,SOUTHEAST TECHNICAL INSTITUTE,2760,0,184,184
20439149,SOUTHEAST WISCONSIN AREA STEAMFITTING JAC,30,0,2,2
34031424,SOUTHEASTERN BAPTIST COLLEGE,105,0,7,7
31007833,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY,1395,0,93,93
24821810,SOUTHEASTERN COLLEGE-MIAMI LAKES,135,0,9,9
24821510,SOUTHEASTERN COLLEGE-WEST PALM BEACH,120,0,8,8
14901415,SOUTHEASTERN COMMUNITY COLLEGE,1050,0,70,70
14905433,SOUTHEASTERN COMMUNITY COLLEGE,540,0,36,36
14918415,SOUTHEASTERN COMMUNITY COLLEGE-KEOKUK,150,0,10,10
25081240,SOUTHEASTERN ESTHETICS INSTITUTE,630,0,42,42
35003033,SOUTHEASTERN FREE WILL BAPTIST COLLEGE,45,0,3,3
14946413,SOUTHEASTERN ILLINOIS COLLEGE,615,0,41,41
24000140,SOUTHEASTERN INSTITUTE-CHARLESTON,165,0,11,11
25011433,SOUTHEASTERN INSTITUTE-CHARLOTTE,375,0,25,25
24000240,SOUTHEASTERN INSTITUTE-COLUMBIA,15,0,1,1
11000818,SOUTHEASTERN LOUISIANA UNIVERSITY,7230,0,482,482
11907136,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,3660,1,243,244
14916411,SOUTHEASTERN TECHNICAL COLLEGE,810,0,54,54
15038521,SOUTHEASTERN TECHNICAL INSTITUTE,60,0,4,4
31001910,SOUTHEASTERN UNIVERSITY,3540,0,236,236
31065610,SOUTHEASTERN UNIVERSITY-JACKSONVILLE,90,0,6,6
31003242,SOUTHERN ADVENTIST UNIVERSITY,780,0,52,52
15002603,SOUTHERN ARIZONA LAW ENFORCEMENT TRAINING ACADEMY,45,0,3,3
14903404,SOUTHERN ARKANSAS UNIVERSITY TECH,510,0,34,34
11831004,SOUTHERN ARKANSAS UNIVERSITY-MAIN CAMPUS,1725,0,115,115
25176305,SOUTHERN CALIFORNIA HEALTH INSTITUTE,540,0,36,36
31617905,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,60,0,4,4
21960105,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY-ANAHEIM,2565,0,171,171
31509005,SOUTHERN CALIFORNIA SEMINARY,315,0,21,21
31601405,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,150,0,10,10
25138643,SOUTHERN CAREERS INSTITUTE SA NORTH,4665,0,311,311
24042943,SOUTHERN CAREERS INSTITUTE-AUSTIN,1365,0,91,91
25101043,SOUTHERN CAREERS INSTITUTE-BROWNSVILLE,270,0,18,18
25053043,SOUTHERN CAREERS INSTITUTE-CORPUS CHRISTI,690,0,46,46
25100143,SOUTHERN CAREERS INSTITUTE-HARLINGEN,435,0,29,29
25058843,SOUTHERN CAREERS INSTITUTE-PHARR,540,0,36,36
25094943,SOUTHERN CAREERS INSTITUTE-SAN ANTONIO,600,0,40,40
31003442,SOUTHERN COLLEGE OF OPTOMETRY,15,0,1,1
13000307,SOUTHERN CONNECTICUT STATE UNIVERSITY,5040,0,336,336
14923411,SOUTHERN CRESCENT TECHNICAL COLLEGE,4470,0,298,298
11100870,SOUTHERN CROSS UNIVERSITY,15,0,1,1
31908133,SOUTHERN EVANGELICAL SEMINARY,225,0,15,15
11822713,SOUTHERN ILLINOIS UNIVERSITY - TRUMAN COLLEGE,30,0,2,2
11823013,SOUTHERN ILLINOIS UNIVERSITY AT SWIC,165,0,11,11
11888838,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE AT COMMUNITY COLLEGE OF BEAVER,15,0,1,1
11821613,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE SCOTT AFB,330,0,22,22
11052010,SOUTHERN ILLINOIS UNIVERSITY COLLEGE OF APPLIED SCIENCES,15,0,1,1
11823913,SOUTHERN ILLINOIS UNIVERSITY EXTENDED CAMPUS CARBONDALE IL,1890,0,126,126
11051110,SOUTHERN ILLINOIS UNIVERSITY NAS MAYPORT,90,0,6,6
11983113,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,10245,0,683,683
11000608,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,90,0,6,6
11007440,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,60,0,4,4
31010230,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,60,0,4,4
11926047,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE-BANGOR,105,0,7,7
11800905,SOUTHERN ILLINOIS UNIVERSITY-CORONADO,165,0,11,11
11920113,SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE,10425,1,694,695
11823113,SOUTHERN ILLINOIS UNIVERSITY-JOLIET JUNIOR COLLEGE,45,0,3,3
11007733,SOUTHERN ILLINOIS UNIVERSITY-MCAS CHERRY POINT,210,0,14,14
11007833,SOUTHERN ILLINOIS UNIVERSITY-MCAS NEW RIVER,90,0,6,6
11890142,SOUTHERN ILLINOIS UNIVERSITY-MILLINGTON,15,0,1,1
11802005,SOUTHERN ILLINOIS UNIVERSITY-MORENO VALLEY,90,0,6,6
11813010,SOUTHERN ILLINOIS UNIVERSITY-NAS JACKSONVILLE,90,0,6,6
11007246,SOUTHERN ILLINOIS UNIVERSITY-NAS OCEANA,120,0,8,8
11813110,SOUTHERN ILLINOIS UNIVERSITY-NAS PENSACOLA,180,0,12,12
11821713,SOUTHERN ILLINOIS UNIVERSITY-NAVAL STATION GREAT LAKES,60,0,4,4
11802905,SOUTHERN ILLINOIS UNIVERSITY-PALOMAR,15,0,1,1
11810013,SOUTHERN ILLINOIS UNIVERSITY-UCLC,15,0,1,1
11893805,SOUTHERN ILLINOIS UNIVERSITY-WALNUT,75,0,5,5
11044062,SOUTHERN LUZON STATE UNIVERSITY,30,0,2,2
14903419,SOUTHERN MAINE COMMUNITY COLLEGE,4425,0,295,295
15007220,SOUTHERN MARYLAND CRIMINAL JUSTICE ACADEMY,15,0,1,1
319G4143,SOUTHERN METHODIST UNIVERSITY-DALLAS,4260,0,284,284
25576525,SOUTHERN MISSOURI TRUCK DRIVING SCHOOL,45,0,3,3
31000136,SOUTHERN NAZARENE UNIVERSITY,4980,0,332,332
31805629,SOUTHERN NEW HAMPSHIRE UNIVERSITY ONLINE,138315,0,9221,9221
31805029,SOUTHERN NEW HAMPSHIRE UNIVERSITY-MANCHESTER,5535,0,369,369
31805129,SOUTHERN NEW HAMPSHIRE UNIVERSITY-SALEM,30,0,2,2
15575035,SOUTHERN OHIO POLICE TRAINING INSTITUTE,75,0,5,5
18014536,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,75,0,5,5
20270337,SOUTHERN OREGON BOILER OPERATORS JATC,15,0,1,1
11932137,SOUTHERN OREGON UNIVERSITY,4140,0,276,276
35009324,SOUTHERN REGIONAL PUBLIC SAFETY INSTITUTE,105,0,7,7
14928411,SOUTHERN REGIONAL TECHNICAL COLLEGE,2160,0,144,144
14992435,SOUTHERN STATE COMMUNITY COLLEGE,900,0,60,60
24843410,SOUTHERN TECHNICAL COLLEGE AUBURNDALE,285,0,19,19
24843310,SOUTHERN TECHNICAL COLLEGE BRANDON,615,0,41,41
21840010,SOUTHERN TECHNICAL COLLEGE FT MYERS,585,0,39,39
24201110,SOUTHERN TECHNICAL COLLEGE PORT CHARLOTTE,240,0,16,16
21840110,SOUTHERN TECHNICAL COLLEGE TAMPA,690,0,46,46
24843010,SOUTHERN TECHNICAL COLLEGE-ORLANDO,1545,0,103,103
24843110,SOUTHERN TECHNICAL COLLEGE-SANFORD,615,0,41,41
25129143,SOUTHERN TEXAS CAREERS ACADEMY,15,0,1,1
14001001,SOUTHERN UNION STATE COMMUNITY COLLEGE,5295,0,353,353
14800901,SOUTHERN UNION STATE COMMUNITY COLLEGE-WADLEY CAMPUS,225,0,15,15
11801118,SOUTHERN UNIVERSITY AND A&M COLLEGE BATON ROUGE,3780,0,252,252
11801218,SOUTHERN UNIVERSITY AT NEW ORLEANS,1590,0,106,106
11801318,SOUTHERN UNIVERSITY AT SHREVEPORT,1305,0,87,87
11000144,SOUTHERN UTAH UNIVERSITY,5475,0,365,365
31001045,SOUTHERN VERMONT COLLEGE,240,0,16,16
31816946,SOUTHERN VIRGINIA UNIVERSITY,600,0,40,40
31005440,SOUTHERN WESLEYAN UNIVERSITY,1005,0,67,67
14840048,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,735,0,49,49
18520232,SOUTHERN WESTCHESTER BOCES CENTER FOR ADULT AND COMMUNITY SERVICES,45,0,3,3
35511417,SOUTHLAND BIBLE INSTITUTE,15,0,1,1
32926146,SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS,150,0,10,10
14914446,SOUTHSIDE VIRGINIA COMMUNITY COLLEGE,1125,0,75,75
21301062,SOUTHVILLE INTERNATIONAL SCHOOL AFFILIATED WITH FOREIGN UNIVERSITIES I,90,0,6,6
21095062,SOUTHVILLE INT'L SCHOOL & COLLEGES,30,0,2,2
21013006,SOUTHWEST ACUPUNCTURE COLLEGE-BOULDER,30,0,2,2
21003131,SOUTHWEST ACUPUNCTURE COLLEGE-SANTA FE,15,0,1,1
31001825,SOUTHWEST BAPTIST UNIVERSITY,1260,0,84,84
31006303,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,45,0,3,3
15012214,SOUTHWEST INDIANA LAW ENFORCEMENT ACADEMY,75,0,5,5
24934403,SOUTHWEST INSTITUTE OF HEALING ARTS,480,0,32,32
25021703,SOUTHWEST INSTITUTE OF NATURAL AESTHETICS,150,0,10,10
11902123,SOUTHWEST MINNESOTA STATE UNIVERSITY,855,0,57,57
14918424,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,960,0,64,64
25029643,SOUTHWEST SCHOOL OF BUSINESS AND TECHNICAL CAREERS-SAN ANTONIO,180,0,12,12
15002403,SOUTHWEST SKILL CENTER AT EMCC,60,0,4,4
15000944,SOUTHWEST TECHNICAL COLLEGE,270,0,18,18
18042136,SOUTHWEST TECHNOLOGY CENTER,150,0,10,10
14814142,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,4335,0,289,289
14917443,SOUTHWEST TEXAS JUNIOR COLLEGE,2085,0,139,139
25012428,SOUTHWEST TRUCK DRIVER TRAINING,765,0,51,51
25815103,SOUTHWEST TRUCK DRIVER TRAINING-PHOENIX,960,0,64,64
25815203,SOUTHWEST TRUCK DRIVER TRAINING-TUCSON,270,0,18,18
21001318,SOUTHWEST UNIVERSITY,225,0,15,15
24036743,SOUTHWEST UNIVERSITY AT EL PASO,6525,0,435,435
24911431,SOUTHWEST UNIVERSITY OF VISUAL ARTS-ALBUQUERQUE,75,0,5,5
21004103,SOUTHWEST UNIVERSITY OF VISUAL ARTS-TUCSON,255,0,17,17
14910446,SOUTHWEST VIRGINIA COMMUNITY COLLEGE,1185,0,79,79
14926149,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,660,0,44,44
319E5143,SOUTHWESTERN ADVENTIST UNIVERSITY,345,0,23,23
31011643,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,1470,0,98,98
319F1143,SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY,1260,0,84,84
31001236,SOUTHWESTERN CHRISTIAN UNIVERSITY,210,0,14,14
31905116,SOUTHWESTERN COLLEGE,300,0,20,20
31902131,SOUTHWESTERN COLLEGE,90,0,6,6
31805716,SOUTHWESTERN COLLEGE-WICHITA,3660,0,244,244
14945405,SOUTHWESTERN COMMUNITY COLLEGE,15735,0,1049,1049
14929433,SOUTHWESTERN COMMUNITY COLLEGE,1200,0,80,80
14906415,SOUTHWESTERN COMMUNITY COLLEGE,345,0,23,23
14914413,SOUTHWESTERN ILLINOIS COLLEGE,9900,1,659,660
14911431,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,90,0,6,6
31508805,SOUTHWESTERN LAW SCHOOL,150,0,10,10
14935422,SOUTHWESTERN MICHIGAN COLLEGE,555,0,37,37
11910136,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,2760,0,184,184
14002936,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,120,0,8,8
14907437,SOUTHWESTERN OREGON COMMUNITY COLLEGE,1950,0,130,130
31012443,SOUTHWESTERN UNIVERSITY,780,0,52,52
21948162,SOUTHWESTERN UNIVERSITY,90,0,6,6
14901518,SOWELA TECHNICAL COMMUNITY COLLEGE LAKE CHARLES,2760,0,184,184
14901418,SOWELA TECHNICAL COMMUNITY COLLEGE MORGAN,90,0,6,6
14810518,SOWELA TECHNICAL COMMUNITY COLLEGE OAKDALE,30,0,2,2
21103270,SP JAIN SCHOOL OF GLOBAL MANAGEMENT,15,0,1,1
25054421,SPA TECH INSTITUTE-IPSWICH,15,0,1,1
25054321,SPA TECH INSTITUTE-WESTBORO,60,0,4,4
28013219,SPA TECH INSTITUTE-WESTBROOK,150,0,10,10
25149810,SPACE COAST EDUCATION CENTER,60,0,4,4
31000617,SPALDING UNIVERSITY,855,0,57,57
24928436,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,3885,0,259,259
24924406,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,2910,0,194,194
24943505,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,2190,0,146,146
14949440,SPARTANBURG COMMUNITY COLLEGE,3180,1,211,212
24917440,SPARTANBURG METHODIST COLLEGE,360,0,24,24
30436447,SPECIALTIES TRAINING CENTER,30,0,2,2
25043046,SPECTRUM BEAUTY ACADEMY LLC,345,0,23,23
25467747,SPECTRUM CENTER SCHOOL OF MASSAGE,15,0,1,1
31002911,SPELMAN COLLEGE,1425,0,95,95
21170162,SPJ INTERNATIONAL TECHNOLOGY INSTITUTE INC,15,0,1,1
11915447,SPOKANE COMMUNITY COLLEGE,6960,0,464,464
14926447,SPOKANE FALLS COMMUNITY COLLEGE,5295,0,353,353
14938413,SPOON RIVER COLLEGE,720,0,48,48
25543735,SPORTY'S ACADEMY INCORPORATED,15,0,1,1
31001922,SPRING ARBOR UNIVERSITY,1425,0,95,95
31000801,SPRING HILL COLLEGE,720,0,48,48
31921121,SPRINGFIELD COLLEGE,915,0,61,61
31013045,SPRINGFIELD COLLEGE,135,0,9,9
31038643,SPRINGFIELD COLLEGE,15,0,1,1
31057710,SPRINGFIELD COLLEGE SCHOOL OF HUMAN SERVICES,150,0,10,10
31907121,SPRINGFIELD COLLEGE-SCHOOL OF HUMAN SERVICES,30,0,2,2
14914421,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,3030,0,202,202
25817503,SQUIRE TRANSPORTATION,45,0,3,3
31300680,SRH HOCHSCHULE BERLIN,15,0,1,1
31300780,SRH HOCHSCHULE HEIDELBERG,45,0,3,3
31301480,SRH UNIVERSITY OF POPULAR ARTS,15,0,1,1
31012633,ST ANDREWS UNIVERSITY,705,0,47,47
32905506,ST ANTHONY HOSPITAL CENTRAL-INST OF EMER MED TECH,120,0,8,8
21709062,ST AUGUSTINE COLLEGE - LAS PINAS,15,0,1,1
31303232,ST BERNARD'S SCHOOL THEOLOGY AND MINISTRY,15,0,1,1
31303732,ST BONAVENTURE UNIVERSITY,975,0,65,65
31909123,ST CATHERINE UNIVERSITY,885,0,59,59
31911123,ST CATHERINE UNIVERSITY-MINNEAPOLIS,915,0,61,61
32969238,ST CHRISTOPHER'S HOSP FOR CHILDREN SCHOOL OF RADIOLOGIC TECHNOLOGY,15,0,1,1
11010875,ST CLAIR COLLEGE,30,0,2,2
14920422,ST CLAIR COUNTY COMMUNITY COLLEGE,1590,0,106,106
14952423,ST CLOUD TECHNICAL AND COMMUNITY COLLEGE,3015,0,201,201
319M1143,ST EDWARD'S UNIVERSITY,3150,0,210,210
32372432,ST ELIZABETH COLLEGE NURSING,45,0,3,3
31003832,ST FRANCIS COLLEGE,555,0,37,37
32907113,ST FRANCIS MEDICAL CENTER COLLEGE OF NURSING,135,0,9,9
32900222,ST JOHN HOSPITAL AND MEDICAL CENTER,15,0,1,1
31003531,ST JOHN'S COLLEGE,120,0,8,8
31000920,ST JOHNS COLLEGE,405,0,27,27
32900213,ST JOHNS COLLEGE DEPARTMENT OF NURSING,90,0,6,6
31501705,ST JOHN'S SEMINARY,30,0,2,2
31908132,ST JOHN'S UNIVERSITY-NEW YORK CITY,105,0,7,7
31850732,ST JOHN'S UNIVERSITY-QUEENS,5430,1,361,362
31368532,ST JOHN'S UNIVERSITY-SCHOOL OF LAW,30,0,2,2
31814032,ST JOHN'S UNIVERSITY-STATEN ISLAND,210,0,14,14
22800339,ST JOSEPH SCHOOL OF NURSING,75,1,4,5
34900529,ST JOSEPH SCHOOL OF NURSING-NASHUA,135,0,9,9
32370532,ST JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTER,90,0,6,6
35550332,ST JOSEPH'S COLLEGIATE INST,15,0,1,1
32198703,ST JOSEPH'S HOSPITAL & MEDICAL CENTER,15,0,1,1
11100775,ST LAWRENCE COLLEGE,75,0,5,5
18567832,ST LAWRENCE COUNTY LAW ENFORCEMENT ACADEMY,75,0,5,5
31311432,ST LAWRENCE UNIVERSITY,195,0,13,13
32840015,ST LUKE'S COLLEGE,150,0,10,10
21063662,ST LUKE'S COLLEGE OF MEDICINE - WHQM,15,0,1,1
32910538,ST LUKES HOSPITAL SCHOOL OF NURSING,75,0,5,5
32954238,ST MARGARET SCHOOL OF  NURSING,45,0,3,3
11100520,ST MARY'S COLLEGE OF MARYLAND,990,0,66,66
31001120,ST MARY'S SEMINARY AND UNIVERSITY,75,0,5,5
31009743,ST MARY'S UNIVERSITY,3885,0,259,259
31001423,ST OLAF COLLEGE,405,0,27,27
31050062,ST PAUL UNIVERSITY DUMAGUETE,15,0,1,1
21838132,ST PAUL'S SCHOOL OF NURSING-QUEENS,90,0,6,6
21036132,ST PAUL'S SCHOOL OF NURSING-STATEN ISLAND,255,0,17,17
11850110,ST PETERSBURG COLLEGE - CLEARWATER,21810,0,1454,1454
22052310,ST PETERSBURG GENERAL HOSPITAL,15,0,1,1
11103378,ST PETERSBURG STATE UNIVERSITY,15,0,1,1
14931443,ST PHILIP'S COLLEGE,22110,0,1474,1474
31996132,ST THOMAS AQUINAS COLLEGE,480,0,32,32
31814010,ST THOMAS UNIVERSITY,780,0,52,52
11100675,ST THOMAS UNIVERSITY,15,0,1,1
31814110,ST THOMAS UNIVERSITY SCHOOL OF LAW,195,0,13,13
35063713,ST VIATOR HIGH SCHOOL,15,0,1,1
25834638,ST VINCENT HEALTH CENTER SCHOOL OF MEDICAL TECHNOLOGY,15,0,1,1
35051510,ST VINCENT'S MEDICAL CENTER SCHOOLS OF MEDICAL SCIENCE,45,0,3,3
21082062,ST. DOMINIC COLLEGE OF ASIA,1935,0,129,129
22000296,ST. GEORGE'S UNIVERSITY SCHOOL OF MEDICINE,315,0,21,21
31821062,ST. PAUL UNIVERSITY MANILA,15,0,1,1
25057618,STAGE ONE - THE HAIR SCHOOL,30,0,2,2
21000369,STAMFORD INTERNATIONAL UNIVERSITY,285,0,19,19
21115905,STANBRIDGE UNIVERSITY,945,0,63,63
31121005,STANFORD UNIVERSITY,2520,0,168,168
14957433,STANLY COMMUNITY COLLEGE,1035,0,69,69
25008430,STAR CAREER ACADEMY-EGG HARBOR,15,0,1,1
35488210,STAR CENTER,15,0,1,1
25078043,STAR COLLEGE OF COSMETOLOGY,15,0,1,1
25058613,STAR TRUCK DRIVING SCHOOL-HICKORY HILLS,90,0,6,6
31034443,STARK COLLEGE AND SEMINARY,30,0,2,2
149D7435,STARK STATE COLLEGE,4905,0,327,327
25080143,STARMARK ACADEMY FOR PROF DOG TRNRS INC,465,0,31,31
31138005,STARR KING SCHOOL FOR THE MINISTRY,15,0,1,1
35058913,STATE CAREER COLLEGE,30,0,2,2
11891010,STATE COLLEGE OF FLORIDA-MANATEE-SARASOTA BRADENTON,4290,0,286,286
11891110,STATE COLLEGE OF FLORIDA-MANATEE-SARASOTA VENICE,1995,0,133,133
14963025,STATE FAIR COMMUNITY COLLEGE,2520,0,168,168
14810225,STATE FAIR COMMUNITY COLLEGE WHITEMAN AFB,540,0,36,36
14901425,STATE TECHNICAL COLLEGE OF MISSOURI,900,0,60,60
11812032,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ,1095,0,73,73
24806235,STAUTZENBERGER COLLEGE-BRECKSVILLE CAMPUS,315,0,21,21
249C6435,STAUTZENBERGER COLLEGE-TOLEDO,240,0,16,16
25143743,STEINER INSTITUTE OF ESTHETICS,90,0,6,6
