dapipid,agencyid,agencyname,programid,programname,sequentialid,actiondescription,actiondate,justificationdescription,justificationother,enddate
130280,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
130262,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
111212,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
113139,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
106184,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
100061,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Probation or Equivalent or a More Severe Status: Probation,,Fails to meet agency standards for initial or renewed accreditation,,
146393,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
147031,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
148247,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
148098,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
147730,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
150507,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
151467,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
145035,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
144360,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
139348,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
141307,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
177649,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
148593002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
130837003,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
144494002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
118675002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
112613004,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
106801002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
111540002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",53,Physical Therapy (PT) - Professional programs for the physical therapist,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
110325004,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
111188004,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Loss of Accreditation or Preaccreditation: Other,,Other - Provide unlisted or multiple justifications,program requested voluntary withdrawal of CAPTE accreditation; final cohort scheduled to complete program 12/22/18,
102508002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Probation or Equivalent or a More Severe Status: Probation,,Fails to meet agency standards for initial or renewed accreditation,,
102508002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
101453011,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
109712006,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
100016002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Fails to meet agency standards for initial or renewed accreditation,,
100946007,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Withdrawal of Accreditation at Institution's Request,
100946007,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,2,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Withdrawal of Accreditation at Institution's Request,
114859024,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
125684007,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
126270003,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
125718003,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
122162007,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
137847002,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
140711012,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
135425005,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
147855006,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
149824010,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
245643021,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,2,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,accreditation withdrawn at institution's request,
245643021,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,accreditation withdrawn at institution's request,
245643042,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Withdrawal of Accreditation at Institution's Request; last student graduated 5/31/2016,
185299009,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
185314,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - fiscal and administrative capacity,,
185314,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Loss of Accreditation or Preaccreditation: Denial,,Fails to meet agency standards for initial or renewed accreditation,,
189130,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
172130,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
157720,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Affirm Denial Following Appeal,,Other - Provide unlisted or multiple justifications,Voluntary withdrawal of accreditation per program's request,
157720,49,"AMERICAN PHYSICAL THERAPY ASSOCIATION, COMMISSION ON ACCREDITATION IN PHYSICAL THERAPY EDUCATION",54,Physical Therapy (PTA) - Programs for the physical therapist assistant,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
